"","Season","Team","G.x","PA.x","HR.x","R.x","RBI.x","SB.x","BB%","K%","ISO","BABIP","AVG.x","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","G.y","AB","PA.y","H","1B","2B","3B","HR.y","R.y","RBI.y","BB","IBB","SO","HBP","SF","SH","GDP","SB.y","CS","AVG.y","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","date_acquired","player_id","G","PA","HR","R","RBI","SB","BB/K","OPS","Spd","UBR","wGDP","wSB","wRC","wRAA","Pace","W.x","L.x","SV.x","GS.x","IP.x","K/9","BB/9","HR/9","LOB%","GB%","HR/FB","ERA.x","FIP","xFIP","W.y","L.y","ERA.y","GS.y","CG","ShO","SV.y","HLD","BS","IP.y","TBF","ER","WP","BK"
"1608","2018","Padres",NA,NA,NA,NA,NA,NA,"9.2%","21.0%",0.145,0.302,0.253,0.322,0.398,0.309,95,NA,NA,NA,NA,NA,613,NA,155,104,31,2,NA,NA,NA,62,10,142,1,1,0,18,NA,4,0.253,"28.8%","69.5%","48.7%","50.4%","85.1%","74.6%","48.8%",NA,NA,2021-06-08,3516,157,677,18,72,69,7,0.44,0.72,3.5,-2.2,-1.4,-0.6,76,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609","2019","Padres",NA,NA,NA,NA,NA,NA,"6.0%","24.4%",0.16,0.323,0.265,0.31,0.425,0.309,91,NA,NA,NA,NA,NA,619,NA,164,111,29,2,NA,NA,NA,40,3,163,3,5,0,12,NA,3,0.265,"32.8%","70.2%","49.8%","51.5%","85.1%","73.1%","45.5%",NA,NA,2021-06-08,3516,160,667,22,72,99,0,0.25,0.735,2.3,-3.3,-0.3,-1.6,78,-6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610","2020","Padres",NA,NA,NA,NA,NA,NA,"5.8%","17.9%",0.231,0.296,0.287,0.333,0.517,0.359,127,NA,NA,NA,NA,NA,143,NA,41,26,6,0,NA,NA,NA,9,0,28,2,2,0,3,NA,0,0.287,"32.9%","68.4%","50.0%","67.0%","91.0%","82.8%","48.2%",NA,NA,2021-06-08,3516,38,156,9,23,36,4,0.32,0.851,4.8,-0.2,0,0.7,25,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","2021","THE BAT X",NA,NA,NA,NA,NA,NA,"8.3%","22.0%",0.143,0.303,0.254,0.318,0.397,0.31,95,NA,NA,NA,NA,NA,592,NA,150,106,24,2,NA,NA,NA,54,3,144,3,4,1,17,NA,2,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,147,653,19,74,76,6,0.38,0.715,3.7,NA,NA,-0.3,76,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","2021","THE BAT",NA,NA,NA,NA,NA,NA,"8.2%","22.2%",0.158,0.307,0.26,0.322,0.418,0.319,101,NA,NA,NA,NA,NA,593,NA,154,106,24,2,NA,NA,NA,53,3,145,3,4,1,17,NA,2,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,147,653,22,77,80,6,0.37,0.74,3.8,NA,NA,-0.2,82,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","2021","ATC",NA,NA,NA,NA,NA,NA,"7.3%","21.4%",0.169,0.302,0.262,0.318,0.431,0.319,100,NA,NA,NA,NA,NA,562,NA,147,98,25,1,NA,NA,NA,45,5,132,3,4,0,13,NA,2,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,144,615,22,75,88,7,0.34,0.749,3.8,NA,NA,0.1,77,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614","2021","Depth Charts",NA,NA,NA,NA,NA,NA,"7.9%","22.4%",0.169,0.304,0.259,0.32,0.427,0.315,95,NA,NA,NA,NA,NA,578,NA,150,99,26,1,NA,NA,NA,50,3,143,3,4,1,NA,NA,2,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,147,637,23,76,96,6,0.35,0.747,3.6,-0.8,NA,-0.1,78,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615","2021","Steamer",NA,NA,NA,NA,NA,NA,"8.4%","22.9%",0.176,0.301,0.257,0.323,0.433,0.319,98,NA,NA,NA,NA,NA,571,NA,147,96,25,1,NA,NA,NA,53,3,146,4,5,2,NA,NA,2,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,147,636,24,77,85,5,0.37,0.755,3.4,-1,NA,-0.3,80,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","2021","ZiPS",NA,NA,NA,NA,NA,NA,"7.4%","21.9%",0.161,0.306,0.261,0.317,0.422,0.312,93,NA,NA,NA,NA,NA,533,NA,139,94,24,1,NA,NA,NA,43,3,127,2,3,0,14,NA,2,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,139,581,20,67,98,6,0.34,0.739,3.6,NA,NA,0,69,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","2021","Padres",NA,NA,NA,NA,NA,NA,"6.8%","14.9%",0.113,0.301,0.271,0.326,0.384,0.311,100,NA,NA,NA,NA,NA,203,NA,55,42,8,0,NA,NA,NA,15,1,33,2,1,0,4,NA,1,0.271,"31.6%","69.2%","49.5%","64.4%","87.7%","80.0%","47.7%",NA,NA,2021-06-08,3516,54,221,5,19,33,4,0.45,0.71,3.1,-1,-0.4,0.2,26,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","2021","ZiPS (R)",NA,NA,NA,NA,NA,NA,"7.3%","20.3%",0.151,0.304,0.263,0.318,0.414,0.318,104,NA,NA,NA,NA,NA,329,NA,86,60,14,0,NA,NA,NA,26,2,73,2,2,0,NA,NA,1,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,86,358,11,39,59,4,0.36,0.732,3.4,-0.2,NA,0,45,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","2021","Steamer (R)",NA,NA,NA,NA,NA,NA,"8.1%","21.3%",0.161,0.297,0.256,0.32,0.416,0.32,105,NA,NA,NA,NA,NA,334,NA,85,58,15,1,NA,NA,NA,30,1,79,3,3,1,NA,NA,2,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,87,370,13,42,48,4,0.38,0.736,3.4,-0.7,NA,-0.3,47,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620","2021","Depth Charts (R)",NA,NA,NA,NA,NA,NA,"7.7%","20.8%",0.156,0.301,0.259,0.319,0.415,0.319,104,NA,NA,NA,NA,NA,338,NA,88,60,15,1,NA,NA,NA,29,2,77,2,2,0,NA,NA,2,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,89,372,12,41,55,4,0.37,0.734,3.3,-0.5,NA,-0.1,46,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621","2021","THE BAT (R)",NA,NA,NA,NA,NA,NA,"7.8%","19.2%",0.159,0.308,0.27,0.329,0.43,0.329,111,NA,NA,NA,NA,NA,343,NA,93,65,14,1,NA,NA,NA,29,2,72,2,2,1,10,NA,1,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,87,377,13,46,47,5,0.41,0.759,3.8,NA,NA,0,50,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622","2021","THE BAT X (RoS)",NA,NA,NA,NA,NA,NA,"7.8%","19.1%",0.146,0.305,0.266,0.325,0.412,0.32,105,NA,NA,NA,NA,NA,343,NA,91,64,14,1,NA,NA,NA,29,2,72,2,2,1,10,NA,2,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,87,377,11,44,45,4,0.41,0.736,3.9,NA,NA,-0.1,48,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","Total","- - -",NA,NA,NA,NA,NA,NA,"7.9%","17.7%",0.155,0.314,0.278,0.336,0.433,0.331,107,NA,NA,NA,NA,NA,5569,NA,1547,1066,280,20,NA,NA,NA,486,47,1080,19,38,2,141,NA,27,0.278,"30.4%","67.0%","48.1%","61.1%","87.5%","78.9%","48.3%",NA,NA,2021-06-08,3516,1457,6114,181,733,803,75,0.45,0.768,3.9,-6.2,-4.2,-0.3,784,75.3,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624","Postseason","- - -",NA,NA,NA,NA,NA,NA,"7.9%","23.0%",0.135,0.309,0.257,0.309,0.392,0.301,89,NA,NA,NA,NA,NA,148,NA,38,27,6,1,NA,NA,NA,13,2,38,0,4,0,2,NA,1,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,3516,37,165,4,21,33,1,0.34,0.701,4,NA,NA,-0.3,17,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625","2011","Average",NA,NA,NA,NA,NA,NA,"8.1%","18.6%",0.144,0.295,NA,0.321,0.399,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,"28.0%","62.2%","45.6%","64.8%","87.4%","80.6%","51.2%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.44,0.72,5.1,NA,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626","2012","Average",NA,NA,NA,NA,NA,NA,"8.0%","19.8%",0.151,0.297,NA,0.319,0.405,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,"27.7%","62.2%","45.6%","62.6%","86.6%","79.6%","51.7%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.4,0.724,5.2,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","2013","Average",NA,NA,NA,NA,NA,NA,"7.9%","19.9%",0.143,0.297,NA,0.318,0.396,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,"26.9%","63.2%","45.9%","61.3%","86.4%","79.4%","52.3%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.4,0.714,4.9,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628","2014","Average",NA,NA,NA,NA,NA,NA,"7.6%","20.4%",0.135,0.299,NA,0.314,0.386,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251,"28.0%","63.2%","46.2%","61.0%","86.9%","79.3%","51.6%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.37,0.7,5,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","2015","Average",NA,NA,NA,NA,NA,NA,"7.7%","20.4%",0.15,0.299,NA,0.317,0.405,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254,"28.6%","64.3%","46.9%","60.6%","86.5%","78.8%","51.3%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.38,0.721,4.8,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","2016","Average",NA,NA,NA,NA,NA,NA,"8.2%","21.1%",0.162,0.3,NA,0.322,0.417,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,"28.2%","63.9%","46.5%","59.6%","85.9%","78.1%","51.3%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.39,0.739,4.9,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","2017","Average",NA,NA,NA,NA,NA,NA,"8.5%","21.6%",0.171,0.3,NA,0.324,0.426,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,"26.3%","65.5%","46.5%","58.6%","84.6%","77.5%","51.3%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.39,0.75,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","2018","Average",NA,NA,NA,NA,NA,NA,"8.5%","22.3%",0.161,0.296,NA,0.318,0.409,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,"26.9%","65.3%","46.6%","57.0%","84.7%","76.9%","51.2%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.38,0.728,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","2019","Average",NA,NA,NA,NA,NA,NA,"8.5%","23.0%",0.183,0.298,NA,0.323,0.435,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252,"28.7%","65.7%","47.0%","57.3%","84.6%","76.2%","49.5%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.37,0.758,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","2020","Average",NA,NA,NA,NA,NA,NA,"9.2%","23.4%",0.173,0.292,NA,0.322,0.418,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,"27.1%","65.2%","46.0%","55.1%","83.8%","75.2%","49.5%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.39,0.74,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","2021","Average",NA,NA,NA,NA,NA,NA,"8.9%","24.1%",0.159,0.289,NA,0.312,0.396,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237,"26.6%","65.8%","46.6%","54.6%","83.2%","75.2%","51.1%",NA,NA,2021-06-08,3516,NA,NA,NA,NA,NA,NA,0.37,0.708,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","2010","Rangers (A-)",NA,NA,NA,NA,NA,NA,"9.7%","16.0%",0.123,0.289,0.25,0.323,0.373,0.329,101,NA,NA,NA,NA,NA,252,NA,63,40,19,0,NA,NA,NA,28,0,46,0,2,6,8,NA,3,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10815,63,288,4,42,23,8,0.61,0.696,4.8,NA,NA,0.5,34,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","2011","Rangers (A)",NA,NA,NA,NA,NA,NA,"12.6%","12.2%",0.207,0.309,0.286,0.39,0.493,0.395,142,NA,NA,NA,NA,NA,430,NA,123,66,37,8,NA,NA,NA,65,2,63,11,4,6,7,NA,9,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10815,115,516,12,86,65,23,1.03,0.883,7.6,NA,NA,0.5,91,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638","2012","Rangers (AA)",NA,NA,NA,NA,NA,NA,"11.7%","14.1%",0.171,0.306,0.281,0.368,0.452,0.364,127,NA,NA,NA,NA,NA,480,NA,135,88,26,7,NA,NA,NA,66,5,79,5,9,2,11,NA,4,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10815,126,562,14,76,62,16,0.84,0.82,6.3,NA,NA,1.2,84,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","2012","Rangers",NA,NA,NA,NA,NA,NA,"0.0%","23.5%",0.294,0.167,0.176,0.176,0.471,0.269,60,NA,NA,NA,NA,NA,17,NA,3,0,2,0,NA,NA,NA,0,0,4,0,0,0,1,NA,0,0.176,"25.0%","92.6%","60.8%","66.7%","84.0%","80.6%","52.9%",NA,NA,2021-06-08,10815,9,17,1,2,2,0,0,0.647,2.6,0,-0.1,0,1,-0.6,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","2013","Rangers (AAA)",NA,NA,NA,NA,NA,NA,"12.7%","14.5%",0.16,0.31,0.278,0.37,0.438,0.365,117,NA,NA,NA,NA,NA,144,NA,40,27,7,2,NA,NA,NA,21,0,24,0,0,1,3,NA,1,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10815,37,166,4,27,19,6,0.88,0.807,7.1,NA,NA,0.7,24,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","2013","Rangers",NA,NA,NA,NA,NA,NA,"8.0%","19.4%",0.101,0.28,0.234,0.308,0.336,0.291,75,NA,NA,NA,NA,NA,286,NA,67,50,11,0,NA,NA,NA,26,0,63,5,1,6,1,NA,4,0.234,"22.7%","59.6%","41.1%","72.1%","92.5%","86.9%","49.9%",NA,NA,2021-06-08,10815,85,324,6,30,26,2,0.41,0.644,2.1,-1.3,1.5,-1.4,30,-5.8,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","2015","Rangers (A)",NA,NA,NA,NA,NA,NA,"2.9%","25.7%",0.121,0.348,0.273,0.314,0.394,0.328,103,NA,NA,NA,NA,NA,33,NA,9,7,1,0,NA,NA,NA,1,0,9,1,0,0,0,NA,0,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10815,9,35,1,2,5,0,0.11,0.708,0.2,NA,NA,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","2015","Rangers (AA)",NA,NA,NA,NA,NA,NA,"8.3%","16.7%",0.1,0.222,0.2,0.25,0.3,0.246,45,NA,NA,NA,NA,NA,10,NA,2,1,1,0,NA,NA,NA,1,0,2,0,1,0,0,NA,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10815,3,12,0,0,1,0,0.5,0.55,0.1,NA,NA,0,1,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","2016","Rangers (AAA)",NA,NA,NA,NA,NA,NA,"8.5%","13.8%",0.142,0.312,0.284,0.356,0.426,0.352,112,NA,NA,NA,NA,NA,169,NA,48,34,9,0,NA,NA,NA,16,0,26,3,0,1,5,NA,3,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10815,42,189,5,28,26,4,0.62,0.782,3.8,NA,NA,-0.6,27,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","2016","Rangers",NA,NA,NA,NA,NA,NA,"9.8%","19.9%",0.099,0.291,0.239,0.321,0.338,0.295,75,NA,NA,NA,NA,NA,272,NA,65,51,6,3,NA,NA,NA,30,0,61,3,0,2,7,NA,1,0.239,"25.0%","57.7%","41.3%","66.3%","91.0%","83.5%","50.0%",NA,NA,2021-06-08,10815,90,307,5,35,20,2,0.49,0.66,4.6,-0.9,-0.5,-0.2,30,-5.9,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","2017","Rangers (AAA)",NA,NA,NA,NA,NA,NA,"11.2%","8.6%",0.141,0.302,0.287,0.383,0.428,0.364,116,NA,NA,NA,NA,NA,327,NA,94,62,25,0,NA,NA,NA,43,0,33,8,1,4,9,NA,0,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10815,87,383,7,50,45,5,1.3,0.811,3.9,NA,NA,0.8,59,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","2017","Rangers",NA,NA,NA,NA,NA,NA,"12.9%","20.0%",0.034,0.227,0.172,0.294,0.207,0.242,36,NA,NA,NA,NA,NA,58,NA,10,8,2,0,NA,NA,NA,9,0,14,1,0,2,0,NA,1,0.172,"24.4%","63.7%","45.1%","71.9%","86.0%","82.4%","52.7%",NA,NA,2021-06-08,10815,22,70,0,8,5,1,0.64,0.501,3.6,0.6,0.4,-0.3,4,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","2018","Rangers",NA,NA,NA,NA,NA,NA,"9.1%","14.8%",0.204,0.269,0.254,0.335,0.458,0.341,107,NA,NA,NA,NA,NA,524,NA,133,72,35,6,NA,NA,NA,54,1,88,12,4,0,9,NA,0,0.254,"30.3%","66.1%","48.4%","71.6%","88.0%","82.9%","50.5%",NA,NA,2021-06-08,10815,146,594,20,82,77,10,0.61,0.793,6.3,1.5,0.8,1.7,82,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","2019","Athletics",NA,NA,NA,NA,NA,NA,"9.3%","14.5%",0.192,0.218,0.218,0.301,0.41,0.301,90,NA,NA,NA,NA,NA,459,NA,100,54,24,2,NA,NA,NA,48,2,75,8,3,0,12,NA,1,0.218,"26.4%","63.7%","45.0%","61.4%","89.5%","81.3%","49.9%",NA,NA,2021-06-08,10815,139,518,20,65,67,9,0.64,0.711,5.1,0.7,0,1.1,57,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","2020","Padres",NA,NA,NA,NA,NA,NA,"7.4%","13.9%",0.15,0.293,0.278,0.343,0.428,0.335,111,NA,NA,NA,NA,NA,180,NA,50,37,6,0,NA,NA,NA,15,0,28,4,2,1,1,NA,1,0.278,"27.1%","64.5%","46.8%","63.6%","87.7%","81.1%","52.8%",NA,NA,2021-06-08,10815,56,202,7,28,25,7,0.54,0.771,4.9,0.8,1.1,0.8,28,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","2021","THE BAT X",NA,NA,NA,NA,NA,NA,"8.7%","16.4%",0.15,0.262,0.238,0.315,0.388,0.307,93,NA,NA,NA,NA,NA,409,NA,97,62,21,2,NA,NA,NA,40,1,75,7,3,1,9,NA,3,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10815,104,459,12,53,50,8,0.53,0.703,4.7,NA,NA,0.1,53,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
